20_minutes,http://www.20minutes.fr/
huffington_post,http://www.huffingtonpost.fr/
l_humanite,http://www.humanite.fr/
le_figaro,http://www.lefigaro.fr/
le_monde,http://www.lemonde.fr/
le_point,http://www.lepoint.fr/
liberation,http://www.liberation.fr/
rue89,http://rue89.nouvelobs.com/
slate,http://www.slate.fr/
